Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Fuzzy Undercling","Military Wall > Red River Gorge > Kentucky",https://www.mountainproject.com/route/105870256/fuzzy-undercling,3.5,-1,Sport,5.11b,1,60,37.8159,-83.66918
"Pistol Pete","Doc Holliday Wall > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105807952/pistol-pete,3.5,-1,Sport,5.10a/b,1,80,34.30781,-116.87833
"Super Dario","Eastern Sky Bridge Ridge > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106121898/super-dario,3.6,-1,Sport,5.11a,1,70,37.81596,-83.58104
"New Yosemite","Junkyard Wall > Junkyard Area > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105943658/new-yosemite,3.5,-1,"Trad, TR",5.9,1,65,38.08299,-81.08043
"Rico Suave","Rico Suave Buttress > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105963848/rico-suave,3.5,-1,Sport,5.10a,1,70,38.04717,-81.06757
"Lava Haul","Flavin Haven > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105972941/lava-haul,3.6,-1,Sport,5.10a,1,110,37.52468,-118.5742
"Pansee Sauvage","Redgarden - S Buttress > Redgarden Wall > Eldorado Canyon SP > Boulder > Colorado",https://www.mountainproject.com/route/105753511/pansee-sauvage,3.6,-1,"Trad, Sport","5.11b R",1,85,39.93119,-105.28395
"Whipping Post","Penitente - Entrance Area > Penitente Canyon > San Luis Valley > Colorado",https://www.mountainproject.com/route/105757354/whipping-post,3.5,-1,Sport,5.11a,1,50,37.84401,-106.28755
"Post Orgasmic Depression","Monolith > East Side > Pinnacles National Park > Central Coast > California",https://www.mountainproject.com/route/105952181/post-orgasmic-depression,3.5,-1,Sport,5.11a,1,60,36.47327,-121.18668
EGBG,"Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/108766319/egbg,3.5,-1,Sport,5.10a,1,90,37.64919,-83.71343
"Wacked Scenario","Gorgeous Towers > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105885929/wacked-scenario,3.6,-1,Sport,5.10b,1,,37.52313,-118.57433
"Eye of the Needle","Funk Rock City > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106282978/eye-of-the-needle,3.5,-1,Sport,5.11b,1,85,37.8029,-83.5762
"The Drilling Fields","The Drilling Fields > Drilling Fields > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105846013/the-drilling-fields,3.5,-1,Sport,5.11a,1,100,42.08183,-113.71814
Colossus,"Bath Rock - West > Bath Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105741866/colossus,3.5,-1,Sport,5.10c,1,80,42.07578,-113.7227
"A Red Recollection","Qual Wall > Governor Dodge State Park > Wisconsin",https://www.mountainproject.com/route/105966708/a-red-recollection,3.5,-1,Sport,5.11a,1,60,43.0401,-90.1047
"Mrs. Field's Follies","Sandstonia > Bubba City > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/106138609/mrs-fields-follies,3.4,-1,Sport,5.8,1,95,38.10049,-81.09596
"Dirty Pinkos","(u) Red Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/108347741/dirty-pinkos,3.4,-1,Sport,5.9+,4,,44.3696,-121.13916
"Crimp Scampi","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105970881/crimp-scampi,3.5,-1,Sport,5.10d,1,70,36.00881,-93.29549
"Something's Always Wrong","The Right Bunker > Foster Falls > Tennessee",https://www.mountainproject.com/route/107301050/somethings-always-wrong,3.5,-1,Sport,5.10d,1,80,35.18235,-85.67386
"Dead Man Walking","The Dihedrals > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106085470/dead-man-walking,3.5,-1,"Trad, Sport",5.9,1,135,25.949,-100.477
"Post Moderate","Winter Wall > Diablo Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/105796992/post-moderate,3.5,-1,Sport,5.9,1,165,35.80566,-106.14024
"Treasure of the Sierra Madre","Mota Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105949507/treasure-of-the-sierra-madre,3.5,-1,Sport,5.10c,7,700,25.94747,-100.4761
"Pancho Villa Rides Again","Mota Wall > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105939475/pancho-villa-rides-again,3.5,-1,Sport,5.10c,5,500,25.94747,-100.4761
"Flight of the Gumby","Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105944377/flight-of-the-gumby,3.5,-1,Sport,5.9+,1,80,38.05092,-81.07276
"Charlee and the Stick Factory","The Fortress > The Benches > The Emeralds > Bowman Area > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108070248/charlee-and-the-stick-factory,3.5,-1,Sport,5.10d,1,70,39.32525,-120.6488
"Autumn Arch","g. Autumn Arch Sector > Safe Harbor South > Safe Harbor > South Central PA > Pennsylvania",https://www.mountainproject.com/route/107379077/autumn-arch,3.5,-1,Sport,5.10b,1,85,39.91868,-76.37749
"Roger's Roof","7.3 - Horse Rampart > East Bluff 07 - Railroad Tracks > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730391/rogers-roof,3.5,-1,"Trad, TR",5.8+,1,,43.41665,-89.72612
"Knucko's Pride of the North","Gorgeous Towers > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105912100/knuckos-pride-of-the-north,3.5,-1,Sport,5.11b,1,90,37.52313,-118.57433
"Pogue Ethics","Phantasia > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106149020/pogue-ethics,3.5,-1,Sport,5.9+,1,80,37.84495,-83.64369
Tropicana,"Orange Crush > *Rumney > New Hampshire",https://www.mountainproject.com/route/105884809/tropicana,3.5,-1,Sport,5.11a,2,,43.80293,-71.83513
Toker,"Bob Marley > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106427242/toker,3.5,-1,Sport,5.11a,1,70,37.65194,-83.72328
Loompa,"Chocolate Factory > Bald Rock Recreational Preserve (BRRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106927842/loompa,3.5,-1,Sport,5.10c,1,60,37.64919,-83.71343
"Big Top","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105980008/big-top,3.5,-1,Sport,5.11b,1,65,36.00881,-93.29549
"Will the Wolf Survive?","Los Lobos Wall > Los Lobos Canyon > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/105906014/will-the-wolf-survive,3.4,-1,Sport,5.10a,4,400,25.94968,-100.47518
"Red Rib","Hostess Gully - West Corridor > Castle Rock > Castle Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105811870/red-rib,3.5,-1,Sport,5.10a,1,195,42.12433,-113.67199
"Learning to Fly","Prophecy Wall > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106049435/learning-to-fly,3.5,-1,Sport,5.10c,1,55,36.00388,-93.29631
"I Claudius","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105757618/i-claudius,3.5,-1,Sport,5.11a,1,75,38.63213,-105.22238
"The Devil Wears Spurs","Wild Horses Wall > The Main Wall > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105857631/the-devil-wears-spurs,3.5,-1,Sport,5.10d,1,70,42.585,-108.7366
"Coven (Seriously Though)","Mustache Wall > Scheelite Canyon / Pratt's Crack Gully > Pine Creek Canyon > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/106831633/coven-seriously-though,3.5,-1,Sport,5.11b,1,100,37.3836,-118.67689
Gaucho,"Zorro Area > Wild Iris > Lander Area > Wyoming",https://www.mountainproject.com/route/105841216/gaucho,3.5,-1,Sport,5.10d,1,70,42.5797,-108.7168
"Groove Tube","Fire Wall > Tonsai Bay > Laem Phra Nang (Railay & Tonsai) > South - Islands & Beaches > Thailand > Asia > International",https://www.mountainproject.com/route/105901068/groove-tube,3.4,-1,Sport,5.9-,2,180,8.0168,98.8328
"Voyage of the Cowdog","(a) Picnic Lunch Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/106673268/voyage-of-the-cowdog,3.2,-1,Sport,5.8+,3,260,44.36822,-121.14011
"The Brown Palace","Mary's Bust - main buttress > Mary's Bust Area > Big Thompson Canyon > Estes Park Valley > Colorado",https://www.mountainproject.com/route/106504214/the-brown-palace,3.4,-1,Sport,5.11a,6,450,40.41571,-105.37543
"New River","North End > The Peak’s Crag > San Francisco Peaks > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/110520937/new-river,3.5,-1,Sport,5.10b,1,60,35.30715,-111.70502
"Go Speed Racer","Pinhead Wall > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona",https://www.mountainproject.com/route/107387719/go-speed-racer,3.5,-1,Sport,5.10+,1,80,32.31622,-110.74202
"Peter's Project","09: Many Pines Buttress > East Bluff 04 - East Rampart > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105730691/peters-project,3.5,-1,"Trad, TR",5.7,1,60,43.4137,-89.71365
Venom,"A. Mr. Jimmy > A. North Canyon > Jackson Falls > Illinois",https://www.mountainproject.com/route/106069022/venom,3.5,-1,Sport,5.10a,1,,37.50459,-88.68908
"Mr. Slate","Swiss Tower > The Pit > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/105810911/mr-slate,3.4,-1,Sport,5.10b,1,70,35.12939,-111.59642
"Muscle Beach","Cactus Cliff > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105758910/muscle-beach,3.5,-1,Sport,5.11a,1,80,38.63213,-105.22238
"Screaming Yellow Zonkers","(q) Mesa Verde Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105803440/screaming-yellow-zonkers,3.5,-1,Sport,5.10b,1,85,44.36866,-121.14442
Crystal,"The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105758512/crystal,3.5,-1,Sport,5.11b,1,60,38.6329,-105.2165
Regroovable,"Contest Wall > Sand Gulch > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105748690/regroovable,3.5,-1,Sport,5.11b,1,,38.62148,-105.23217
"Mulligan Stew","Hobo Jungle > San Francisco Peaks > Flagstaff Crags > Northern Arizona > Arizona",https://www.mountainproject.com/route/107651178/mulligan-stew,3.5,-1,Sport,5.11-,1,75,35.3899,-111.6138
"Nine Gallon Buckets","(g) Morning Glory Wall > Smith Rock > Central Oregon > Oregon",https://www.mountainproject.com/route/105800412/nine-gallon-buckets,3.4,-1,Sport,5.10c,2,90,44.36716,-121.14353
"Cunning Stunt","The Country > The Country Area > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105800865/cunning-stunt,3.5,-1,Sport,5.10c/d,1,80,47.8196,-121.56917
"Gringo Disco","Central Scrutinizer > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106183786/gringo-disco,3.5,-1,Sport,5.11b,1,165,25.9492,-100.47628
"Swamp Rat","Cliffs of Insanity > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/106264981/swamp-rat,3.5,-1,Sport,5.8,1,70,36.0049,-93.2846
"Too Much Fun","Bumblie Rock > City of Rocks > South Idaho > Idaho",https://www.mountainproject.com/route/105742073/too-much-fun,3.4,-1,Sport,5.8,1,150,42.07848,-113.7135
"Green Goblin","The North Forty > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105965785/green-goblin,3.4,-1,Sport,5.8,1,65,36.00881,-93.29549
Thor,"World Domination > Mondo Beyondo > Ten Sleep Canyon > Wyoming",https://www.mountainproject.com/route/105956413/thor,3.5,-1,Sport,5.10a,1,70,44.13034,-107.2571
"Step Into The Light","Kudos Left > Kudos Cliff > The Benches > The Emeralds > Bowman Area > I-80 Corridor > Lake Tahoe > California",https://www.mountainproject.com/route/108143932/step-into-the-light,3.4,-1,Sport,5.10c,1,70,39.32721,-120.64672
"Pleasant Pheasant","Petrifying Wall > Murrin Park > Squamish > British Columbia > Canada > North America > International",https://www.mountainproject.com/route/105950090/pleasant-pheasant,3.5,-1,Sport,5.11a,1,80,49.6437,-123.2121
"Reef On It!","Tan Corridor > Meadow Dome > Staunton Rocks > Staunton State Park > South Platte > Colorado",https://www.mountainproject.com/route/108152210/reef-on-it,3.4,-1,Sport,5.10-,1,60,39.5167,-105.3958
"Caustic Cock","Cannibal Crag > 01-Calico Basin > Red Rock > Southern Nevada > Nevada",https://www.mountainproject.com/route/105820098/caustic-cock,3.4,-1,Sport,5.11b,1,40,36.14903,-115.42296
"Ga-stoned Again","The Gym > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105761217/ga-stoned-again,3.4,-1,Sport,5.9,1,80,38.6329,-105.2165
"Leopard Skin","Sand Dunes > Island In The Sky > Snow Canyon State Park > Saint George > Utah",https://www.mountainproject.com/route/105891653/leopard-skin,3.3,-1,"Trad, Sport",5.7,4,260,37.18996,-113.64342
"Gettin' Lucky in Kentucky","Tectonic Wall > Muir Valley > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106065461/gettin-lucky-in-kentucky,3.4,-1,Sport,5.10b,1,60,37.7301,-83.6318
"Grape Ape","Winter Wall > Diablo Canyon > Santa Fe Area > New Mexico",https://www.mountainproject.com/route/105796988/grape-ape,3.7,-1,Sport,5.10c,1,150,35.80566,-106.14024
Meteor,"Left Wall > The Wedge > El Cajon Mountain > South San Diego County > San Diego County > California",https://www.mountainproject.com/route/107352012/meteor,3.3,-1,Sport,5.8,4,400,32.90461,-116.81845
Consilience,"Black Widow Slab > Boulder Canyon > Boulder > Colorado",https://www.mountainproject.com/route/105760851/consilience,3.5,-1,Sport,5.11b/c,1,110,39.9966,-105.4147
"Walking With A Ghost","The Canal Zone > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/106210086/walking-with-a-ghost,3.3,-1,Sport,5.11b/c,1,55,39.75032,-105.2478
Crucible,"The Summit Area > Mount Woodson > North San Diego County > San Diego County > California",https://www.mountainproject.com/route/105803108/crucible,3.6,-1,"Trad, TR",5.10c,1,25,33.00856,-116.97276
"More Funky Than Gunky","Camel Jockey > Sinks Canyon > Lander Area > Wyoming",https://www.mountainproject.com/route/105827721/more-funky-than-gunky,3.5,-1,Sport,5.9,1,70,42.73907,-108.83038
"Tangerine Dream","(f) Torture Machine Area > Riverside Quarry > Inland Empire > California",https://www.mountainproject.com/route/105903225/tangerine-dream,3.4,-1,Sport,5.10d,1,90,34.01758,-117.4157
"Pointy Little Devil","Shakers > Monster North > Magna Carta > Mount Rushmore National Memorial > The Needles Of Rushmore > South Dakota",https://www.mountainproject.com/route/106668127/pointy-little-devil,3.5,-1,Sport,5.8,1,115,43.88366,-103.46281
"Orange Crush","The Far East > Horseshoe Canyon Ranch > Arkansas",https://www.mountainproject.com/route/105988227/orange-crush,3.4,-1,Sport,5.9+,1,,36.00394,-93.28377
"Mammalary Magic","1. Old Sandstone > East Bluff 01 - Sandstone Area > Devil's Lake > Wisconsin",https://www.mountainproject.com/route/105731030/mammalary-magic,3.5,-1,"Trad, TR","5.10a R",1,60,43.4137,-89.6863
"High Plains Drifter","(6) Shield Wall > Ozone > Southwest Cascades > Washington",https://www.mountainproject.com/route/106900957/high-plains-drifter,3.5,-1,Sport,5.10+,1,75,45.5672,-122.2077
"Wild Will's Arete","Area 13 - Left Side > Area 13 > Clark Canyon > Mammoth Lakes Area > Sierra Eastside > California",https://www.mountainproject.com/route/105843724/wild-wills-arete,3.5,-1,Sport,5.8,1,115,37.78854,-118.91226
Suburbia,"Contest Wall > Sand Gulch > Shelf Road > Canon City > Colorado",https://www.mountainproject.com/route/105749122/suburbia,3.4,-1,Sport,5.10b/c,1,,38.62148,-105.23217
"Cobble Wobble","Big Pine Wall > El Rito Sport Area > El Rito > New Mexico",https://www.mountainproject.com/route/105819246/cobble-wobble,3.5,-1,Sport,5.10c,1,65,36.39277,-106.19575
"Monkey in the Middle","The Old Zoo > The Zoo > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106127925/monkey-in-the-middle,3.5,-1,Sport,5.11a,1,80,37.73387,-83.66162
Satori,"Zapatista Wall > El Toro (The Front Side) > El Potrero Chico > Nuevo Leon > Northern Mexico > Mexico > North America > International",https://www.mountainproject.com/route/106198915/satori,3.4,-1,Sport,5.10c,7,700,25.949,-100.477
"The Entertainer","Junkyard Wall > Junkyard Area > New River Gorge Proper > The New River Gorge > West Virginia",https://www.mountainproject.com/route/105943593/the-entertainer,3.4,-1,"Trad, TR",5.10a,1,65,38.08299,-81.08043
K.S.B.,"The Shire > Pendergrass-Murray Recreational Preserve (PMRP) > Red River Gorge > Kentucky",https://www.mountainproject.com/route/106885779/ksb,3.5,-1,Sport,5.10d,1,60,37.65214,-83.70995
"Fish and Chips","Creek Side > Clear Creek Canyon > Golden > Colorado",https://www.mountainproject.com/route/105763797/fish-and-chips,3.4,-1,Sport,5.9+,1,115,39.74102,-105.41042
"Yellow Peril","Great Wall of China > Central Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California",https://www.mountainproject.com/route/105897524/yellow-peril,3.4,-1,Sport,5.10c,1,105,37.51637,-118.57089
Junco,"Jimmy Cliff > *Rumney > New Hampshire",https://www.mountainproject.com/route/105876683/junco,3.3,-1,Sport,5.8+,1,80,43.80417,-71.84037
"Doc's Holiday","Doc Holliday Wall > Central Pinnacles > Holcomb Valley Pinnacles > Big Bear North > Big Bear Lake Area > San Bernardino Mountains > California",https://www.mountainproject.com/route/105807964/docs-holiday,3.4,-1,Sport,5.10d,1,80,34.30781,-116.87833
"Blood, Sweat and Chalk","Impact Zone > Main Wall > Franklin Gorge > West Virginia",https://www.mountainproject.com/route/106188769/blood-sweat-and-chalk,3.4,-1,Sport,5.9+,1,70,38.66516,-79.32026
